# Ping Monthly Archive -- 2026-05

| Session Date | Ticker | Type | Bars | Decisions |
| 2026-05-13 | XLE | etf | 109 | 0 |
| 2026-05-13 | XLF | etf | 80 | 0 |
| 2026-05-13 | XLI | etf | 14 | 0 |
| 2026-05-13 | XLK | etf | 105 | 0 |
| 2026-05-13 | XLP | etf | 34 | 0 |
| 2026-05-13 | XLRE | etf | 11 | 0 |
| 2026-05-13 | XLU | etf | 52 | 0 |
| 2026-05-13 | XLV | etf | 45 | 0 |
| 2026-05-13 | XLY | etf | 14 | 0 |
| 2026-05-14 | SPY | etf | 169 | 0 |
| 2026-05-14 | XLB | etf | 16 | 0 |
| 2026-05-14 | XLC | etf | 6 | 0 |
| 2026-05-14 | XLE | etf | 94 | 0 |
| 2026-05-14 | XLF | etf | 67 | 0 |
| 2026-05-14 | XLI | etf | 26 | 0 |
| 2026-05-14 | XLK | etf | 99 | 0 |
| 2026-05-14 | XLP | etf | 19 | 0 |
| 2026-05-14 | XLRE | etf | 13 | 0 |
| 2026-05-14 | XLU | etf | 51 | 0 |
| 2026-05-14 | XLV | etf | 41 | 0 |
| 2026-05-14 | XLY | etf | 44 | 0 |
| 2026-05-15 | CSCO | candidate | 165 | 0 |
| 2026-05-15 | NVDA | candidate | 224 | 0 |
| 2026-05-15 | SPY | etf | 170 | 0 |
| 2026-05-15 | XLB | etf | 29 | 0 |
| 2026-05-15 | XLC | etf | 19 | 0 |
| 2026-05-15 | XLE | etf | 131 | 0 |
| 2026-05-15 | XLF | etf | 61 | 0 |
| 2026-05-15 | XLI | etf | 28 | 0 |
| 2026-05-15 | XLK | etf | 114 | 0 |
| 2026-05-15 | XLP | etf | 28 | 0 |
| 2026-05-15 | XLRE | etf | 14 | 0 |
| 2026-05-15 | XLU | etf | 39 | 0 |
| 2026-05-15 | XLV | etf | 43 | 0 |
| 2026-05-15 | XLY | etf | 30 | 0 |
| 2026-05-16 | AAPL | candidate | 1 | 0 |
| 2026-05-16 | COST | candidate | 1 | 0 |
| 2026-05-16 | CSCO | candidate | 1 | 0 |
| 2026-05-17 | AAPL | candidate | 1 | 0 |
| 2026-05-17 | COST | candidate | 1 | 0 |
| 2026-05-17 | CSCO | candidate | 1 | 0 |
| 2026-05-18 | AAPL | candidate | 224 | 0 |
| 2026-05-18 | COST | candidate | 40 | 0 |
| 2026-05-18 | CSCO | candidate | 120 | 0 |
| 2026-05-18 | SPY | etf | 167 | 0 |
| 2026-05-18 | XLB | etf | 21 | 0 |
| 2026-05-18 | XLC | etf | 27 | 0 |
| 2026-05-18 | XLE | etf | 134 | 0 |
| 2026-05-18 | XLF | etf | 66 | 0 |
| 2026-05-18 | XLI | etf | 31 | 0 |
| 2026-05-18 | XLK | etf | 77 | 0 |
| 2026-05-18 | XLP | etf | 24 | 0 |
| 2026-05-18 | XLRE | etf | 15 | 0 |
| 2026-05-18 | XLU | etf | 59 | 0 |
| 2026-05-18 | XLV | etf | 41 | 0 |
| 2026-05-18 | XLY | etf | 35 | 0 |
| 2026-05-19 | CVX | candidate | 41 | 0 |
| 2026-05-19 | EOG | candidate | 117 | 0 |
| 2026-05-19 | KMI | candidate | 182 | 0 |
| 2026-05-19 | PM | candidate | 206 | 0 |
| 2026-05-19 | SPY | etf | 169 | 0 |
| 2026-05-19 | XLB | etf | 13 | 0 |
| 2026-05-19 | XLC | etf | 5 | 0 |
| 2026-05-19 | XLE | etf | 128 | 0 |
| 2026-05-19 | XLF | etf | 42 | 0 |
| 2026-05-19 | XLI | etf | 23 | 0 |
| 2026-05-19 | XLK | etf | 90 | 0 |
| 2026-05-19 | XLP | etf | 40 | 0 |
| 2026-05-19 | XLRE | etf | 12 | 0 |
| 2026-05-19 | XLU | etf | 35 | 0 |
| 2026-05-19 | XLV | etf | 28 | 0 |
| 2026-05-19 | XLY | etf | 36 | 0 |
| 2026-05-19 | XOM | candidate | 41 | 0 |
| 2026-05-20 | AAPL | candidate | 104 | 0 |
| 2026-05-20 | COST | candidate | 219 | 0 |
| 2026-05-20 | KO | candidate | 223 | 0 |
| 2026-05-20 | LLY | candidate | 40 | 0 |
| 2026-05-20 | SPY | etf | 169 | 0 |
| 2026-05-20 | XLB | etf | 17 | 0 |
| 2026-05-20 | XLC | etf | 10 | 0 |
| 2026-05-20 | XLE | etf | 127 | 0 |
| 2026-05-20 | XLF | etf | 50 | 0 |
| 2026-05-20 | XLI | etf | 15 | 0 |
| 2026-05-20 | XLK | etf | 71 | 0 |
| 2026-05-20 | XLP | etf | 33 | 0 |
| 2026-05-20 | XLRE | etf | 14 | 0 |
| 2026-05-20 | XLU | etf | 59 | 0 |
| 2026-05-20 | XLV | etf | 32 | 0 |
| 2026-05-20 | XLY | etf | 27 | 0 |
| 2026-05-20 | XOM | candidate | 224 | 0 |
| 2026-05-21 | AAPL | candidate | 223 | 0 |
| 2026-05-21 | GE | candidate | 86 | 0 |
| 2026-05-21 | SPY | etf | 169 | 0 |
| 2026-05-21 | XLB | etf | 23 | 0 |
| 2026-05-21 | XLC | etf | 16 | 0 |
| 2026-05-21 | XLE | etf | 135 | 0 |
| 2026-05-21 | XLF | etf | 38 | 0 |
| 2026-05-21 | XLI | etf | 22 | 0 |
| 2026-05-21 | XLK | etf | 90 | 0 |
| 2026-05-21 | XLP | etf | 43 | 0 |
| 2026-05-21 | XLRE | etf | 15 | 0 |
| 2026-05-21 | XLU | etf | 40 | 0 |
| 2026-05-21 | XLV | etf | 54 | 0 |
| 2026-05-21 | XLY | etf | 43 | 0 |
