# Ping Weekly Archive -- 2026-W36

| Session Date | Ticker | Type | Bars | Decisions |
| 2026-08-31 | VLO | candidate | 316 | 0 |
| 2026-08-31 | WMT | candidate | 222 | 0 |
| 2026-08-31 | XLB | candidate | 338 | 0 |
| 2026-08-31 | XLB | etf | 50 | 0 |
| 2026-08-31 | XLC | candidate | 337 | 0 |
| 2026-08-31 | XLC | etf | 35 | 0 |
| 2026-08-31 | XLE | candidate | 321 | 0 |
| 2026-08-31 | XLE | etf | 159 | 0 |
| 2026-08-31 | XLF | candidate | 344 | 0 |
| 2026-08-31 | XLF | etf | 100 | 0 |
| 2026-08-31 | XLI | candidate | 321 | 0 |
| 2026-08-31 | XLI | etf | 64 | 0 |
| 2026-08-31 | XLK | candidate | 318 | 0 |
| 2026-08-31 | XLK | etf | 88 | 0 |
| 2026-08-31 | XLP | candidate | 319 | 0 |
| 2026-08-31 | XLP | etf | 68 | 0 |
| 2026-08-31 | XLRE | candidate | 321 | 0 |
| 2026-08-31 | XLRE | etf | 70 | 0 |
| 2026-08-31 | XLU | candidate | 319 | 0 |
| 2026-08-31 | XLU | etf | 140 | 0 |
| 2026-08-31 | XLV | candidate | 340 | 0 |
| 2026-08-31 | XLV | etf | 79 | 0 |
| 2026-08-31 | XLY | candidate | 321 | 0 |
| 2026-08-31 | XLY | etf | 48 | 0 |
| 2026-09-01 | AEM | candidate | 328 | 0 |
| 2026-09-01 | AEM | etf | 128 | 0 |
| 2026-09-01 | AEP | candidate | 260 | 0 |
| 2026-09-01 | ARM | candidate | 202 | 0 |
| 2026-09-01 | AU | candidate | 308 | 0 |
| 2026-09-01 | AU | etf | 118 | 0 |
| 2026-09-01 | CAT | candidate | 344 | 0 |
| 2026-09-01 | CAT | etf | 158 | 0 |
| 2026-09-01 | COST | candidate | 291 | 0 |
| 2026-09-01 | DIA | candidate | 361 | 0 |
| 2026-09-01 | ETR | candidate | 249 | 0 |
| 2026-09-01 | FCX | candidate | 355 | 0 |
| 2026-09-01 | FCX | etf | 145 | 0 |
| 2026-09-01 | GOLD | candidate | 204 | 0 |
| 2026-09-01 | GOLD | etf | 40 | 0 |
| 2026-09-01 | GOOGL | candidate | 334 | 0 |
| 2026-09-01 | IWM | candidate | 381 | 0 |
| 2026-09-01 | META | candidate | 236 | 0 |
| 2026-09-01 | NEM | candidate | 345 | 0 |
| 2026-09-01 | NEM | etf | 145 | 0 |
| 2026-09-01 | NUE | candidate | 258 | 0 |
| 2026-09-01 | NUE | etf | 34 | 0 |
| 2026-09-01 | PAAS | candidate | 325 | 0 |
| 2026-09-01 | PAAS | etf | 117 | 0 |
| 2026-09-01 | PG | candidate | 315 | 0 |
| 2026-09-01 | PSX | candidate | 339 | 0 |
| 2026-09-01 | QQQ | candidate | 383 | 0 |
| 2026-09-01 | RGLD | candidate | 288 | 0 |
| 2026-09-01 | RGLD | etf | 55 | 0 |
| 2026-09-01 | SCCO | candidate | 267 | 0 |
| 2026-09-01 | SCCO | etf | 60 | 0 |
| 2026-09-01 | SHW | candidate | 161 | 0 |
| 2026-09-01 | SLB | candidate | 373 | 0 |
| 2026-09-01 | SO | candidate | 306 | 0 |
| 2026-09-01 | SPY | candidate | 355 | 0 |
| 2026-09-01 | SPY | etf | 214 | 0 |
| 2026-09-01 | STLD | candidate | 202 | 0 |
| 2026-09-01 | STLD | etf | 30 | 0 |
| 2026-09-01 | TSM | candidate | 353 | 0 |
| 2026-09-01 | TSM | etf | 200 | 0 |
| 2026-09-01 | V | candidate | 325 | 0 |
| 2026-09-01 | VLO | candidate | 340 | 0 |
| 2026-09-01 | WMB | candidate | 365 | 0 |
| 2026-09-01 | WMT | candidate | 330 | 0 |
| 2026-09-01 | XLB | candidate | 345 | 0 |
| 2026-09-01 | XLB | etf | 41 | 0 |
| 2026-09-01 | XLC | candidate | 343 | 0 |
| 2026-09-01 | XLC | etf | 43 | 0 |
| 2026-09-01 | XLE | candidate | 352 | 0 |
| 2026-09-01 | XLE | etf | 161 | 0 |
| 2026-09-01 | XLF | candidate | 346 | 0 |
| 2026-09-01 | XLF | etf | 97 | 0 |
| 2026-09-01 | XLI | candidate | 351 | 0 |
| 2026-09-01 | XLI | etf | 75 | 0 |
| 2026-09-01 | XLK | candidate | 344 | 0 |
| 2026-09-01 | XLK | etf | 111 | 0 |
| 2026-09-01 | XLP | candidate | 336 | 0 |
| 2026-09-01 | XLP | etf | 76 | 0 |
| 2026-09-01 | XLRE | candidate | 336 | 0 |
| 2026-09-01 | XLRE | etf | 44 | 0 |
| 2026-09-01 | XLU | candidate | 351 | 0 |
| 2026-09-01 | XLU | etf | 97 | 0 |
| 2026-09-01 | XLV | candidate | 347 | 0 |
| 2026-09-01 | XLV | etf | 109 | 0 |
| 2026-09-01 | XLY | candidate | 335 | 0 |
| 2026-09-01 | XLY | etf | 48 | 0 |
